발매일,타이틀,아티스트,프로듀서,1주 순위,2주 순위,4주 순위
2022.01.10~2022.01.16,"The Uncovers Feat. 한정훈, In By, Sipoo, NaJerry",Black Key,,,,
2022.01.10~2022.01.16,Yummy Yummy Love,모모랜드(MOMOLAND),,,,
2022.01.10~2022.01.16,뜨거워지지마요,분리수거밴드(BLSG),,,,
2022.01.10~2022.01.16,Stay Forever,임재표,,,,
2022.01.10~2022.01.16,왔다가 간다,moveHon,,,,
2022.01.10~2022.01.16,Roadside,Retrofy,,,,
2022.01.10~2022.01.16,가라그래 (Feat. 소연),정다경,,,,
2022.01.10~2022.01.16,Slow Dance,강타(KANGTA),,,,
2022.01.10~2022.01.16,Pale,YEDD,,,,
2022.01.10~2022.01.16,Only For You,파인(Fine),,,,
2022.01.10~2022.01.16,Praha,혁기(hucki),,,,
2022.01.10~2022.01.16,And The Day,달리(Darley),,,,
2022.01.10~2022.01.16,꿈,김나연,,,,
2022.01.10~2022.01.16,Love Bubble,프롬(Fromm),,,,
2022.01.10~2022.01.16,Marvelous,미래소년 (MIRAE),,,,
2022.01.10~2022.01.16,Layin' Low (feat. Jooyoung),효린,"Robyn The Bank,Ludvig Evers a.k.a Moonshine,Jonatan Gusmark,효린,주영,John OFA Rhee",93,66,100
2022.01.10~2022.01.16,"이모와 아기새 - Bird flying (Feat. 시조새, 정수연)",시조새의 문학 가요제,,,,
2022.01.10~2022.01.16,우리 이야기 (90's kid),NeD(네드),,,,
2022.01.10~2022.01.16,"PostCode (군대간남자 유학간여자) (Vocal. 배신행, UJ)",PoCo,,,,
2022.01.10~2022.01.16,Real Lady,"단정한 작업실(황단비,권유정,김서정)",,,,
2022.01.10~2022.01.16,빛아래서,oddid,,,,
2022.01.10~2022.01.16,January (New Day),Tingle (ASMR),,,,
2022.01.10~2022.01.16,Burning,Boom Catz,,,,
2022.01.10~2022.01.16,ASK,손석민,,,,
2022.01.10~2022.01.16,좋아요,음악잡상인김정아,,,,
2022.01.10~2022.01.16,걱정말아요 그대,박현규,,,,
2022.01.10~2022.01.16,Blessed-Cursed,ENHYPEN,,,,
2022.01.10~2022.01.16,Like it,전율,,,,
2022.01.10~2022.01.16,너의 팔 안에서 (In Your Arms),레이디오울 (Lady Owl),,,,
2022.01.10~2022.01.16,날아올라,LUCY,,,,
2022.01.10~2022.01.16,"Birthday Cake (Surra de bunda) (Feat. Oh, My Friend!)",아우라(Aoora),,,,
2022.01.10~2022.01.16,Cinderella,다트(D-art),,,,
2022.01.10~2022.01.16,DESSERT,김요한,,,,
2022.01.10~2022.01.16,라벤더(대답해주세요),seeso (시소),,,,
2022.01.03~2022.01.09,끄덕해 (Nod Your Head),올빼미(Owlpemy),,,,
2022.01.03~2022.01.09,The Call,League of Legends,,,,
2022.01.03~2022.01.09,saturday night (feat.홍주),에스텔(Estell),,,,
2022.01.03~2022.01.09,Loser/Riser,조조우리(Jojo Woori),,,,
2022.01.03~2022.01.09,널 찾으러 갈게 (Find you),BZ-BOYS(청공소년),,,,
2022.01.03~2022.01.09,얘길해봐,T.Allent,,,,
2022.01.03~2022.01.09,"다른 우리(A-HA!) (Sung by 진호, 키노)",펜타곤,,,,
2022.01.03~2022.01.09,Buzzer Beater,에이스 (A.C.E),,,,
2022.01.03~2022.01.09,옥류관,레이지본(Lazybone),,,,
2022.01.03~2022.01.09,사이렌 (Siren),실루엣 (Silhouette),,,,
2022.01.03~2022.01.09,BETTER TOGETHER (To Beat Covid-19) Prod. SL.P,AleXa (알렉사),,,,
2022.01.03~2022.01.09,Xtra (Live),AleXa (알렉사),,,,
2022.01.03~2022.01.09,WE NEED A CHANGE (Live) (Feat. W24),Kim SeHwang,,,,
2022.01.03~2022.01.09,Smile (Prod. R3HAB),샘김(Sam Kim),,,,
2022.01.03~2022.01.09,Redemption,이혁,,,,
2022.01.03~2022.01.09,미래,한림,,,,
2022.01.03~2022.01.09,마이 앨리스,헤이걸스,,,,
2022.01.03~2022.01.09,Rum Pum,연호,,,,
2022.01.03~2022.01.09,Feeling,김완선,,,,
2022.01.03~2022.01.09,2021년의 우리,SPET,,,,
2022.01.03~2022.01.09,Poised,Retrofy,,,,
2022.01.03~2022.01.09,Wanna Flight,Risso(리소),,,,
2022.01.03~2022.01.09,Bloom,보란(BORAN),,,,
2022.01.03~2022.01.09,TATTOO(타투),AleXa (알렉사),,,,
2022.01.03~2022.01.09,ATHLETIC GIRL,H1-KEY,,,,
2022.01.03~2022.01.09,TNT (Truth&Trust),TRENDZ (트렌드지),,,,
2022.01.03~2022.01.09,Ready To Go,김성규,,,,
2022.01.03~2022.01.09,LOVE ME LIKE,OMEGA X (오메가엑스),,,,
2022.01.03~2022.01.09,Eternal Dancing,Louis Yoelin(루이스 옐린),,,,
2022.01.03~2022.01.09,슈퍼 그럼요,우주소녀 쪼꼬미,,,,
2022.01.03~2022.01.09,디데이,뮤트,,,,
2022.01.03~2022.01.09,"Weapon (With 뉴니온, 플로어) (Prod. Czaer)",ITZY (있지),"Czaer,NODAY,Michelle Buzz",60,40,55
2022.01.03~2022.01.09,바람과 함께 사라지다,나은설,,,,
2022.01.03~2022.01.09,Merry Go Round (회전목마),엠페로(M.Peror),,,,
2022.01.03~2022.01.09,시간 축의 평행선상,소년:달,,,,
2022.01.03~2022.01.09,Question,손석민,,,,
2022.01.03~2022.01.09,Bubble,Boom Catz,,,,
2022.01.03~2022.01.09,100 percent,설아 (우주소녀),,,,
2022.01.03~2022.01.09,너의 우주는 (Universe_),원위 (ONEWE),,,,
2022.01.03~2022.01.09,별 따러 가자,woo!ah! (우아!),,,,
2022.01.03~2022.01.09,엄마가 딸에게,"엄마와 딸(양현경, 서기)",,,,
2022.01.03~2022.01.09,This Is New,Danger Twins,,,,
2022.01.03~2022.01.09,When We're Together,Shorelle,,,,
2022.01.03~2022.01.09,I'm Sorry,브로큰 립스(Broken Lips),,,,
2022.01.03~2022.01.09,너에게 미쳤었다,업텐션(Up10Tion),,,,
2022.01.03~2022.01.09,Step Back,GOT the beat,"유영진,Dwayne Abernathy Jr.,Taylor Monet Parks,Ryan S. Jhun,Dem Jointz",6,4,1
2022.01.03~2022.01.09,Let Me Drown,Hyunjun Hur (허현준),,,,
2022.01.03~2022.01.09,희망의 계단,샤인컬러(Shine Colour),,,,
2022.01.03~2022.01.09,WA DA DA,Kep1er (케플러),"BuildingOwner,Elum,성연",37,28,20
2022.01.03~2022.01.09,보라빛 겨울,이키(iki),,,,
2022.01.03~2022.01.09,Winter Story,NILD(닐드),,,,
2022.01.03~2022.01.09,META (Inst.),원스페이스(1Space),,,,
2022.01.03~2022.01.09,늑대,홍승원,,,,
2022.01.03~2022.01.09,"GIVE(Feat. VINA,NE/ma)",E.JO,,,,
2022.01.03~2022.01.09,Do It Like This,P1Harmony,,,,
2022.01.03~2022.01.09,FROZEN,태환(VANNER),,,,
2022.01.03~2022.01.09,끄덕끄덕끄덕 (BOBBIN),블리처스 (BLITZERS),,,,
1,나의 하루,아르코 팔레타,,,,
1,대리만족,라라걸스(LaLaGirl's),,,,
,Shadow,더 맨 블랙 (THE MAN BLK),,,,
,Getting Better,Hae.Zy,,,,
,Holiday (Feat. 이준) (Prod by KnockLoud),보람이,,,,
,Barbie Girl,플레야(Playa),,,,
,Dr.베베,전지우,,,,
,Imagination Hommage,이유빈,,,,
,1101 (Feat. nijuu),랜드스케이프(LANDSCAPE),,,,
,축가-너와함께 (Feat.김예지),김창아,,,,
,Stranger,Aurora,,,,
,On the right track,DIAWINGS (다이아윙스),,,,
,"어제,오늘,하루 (feat. 양혜진)",손영섭,,,,
31,미운 꽃말,아이즈(IZ),,,,
